x1,x2,x3,x4,x5
146.2149467978353,113.13806450808596,89.45674772229374,163.39985632879737,130.33599829791373
126.5478286450316,173.13408807560307,143.28253649041974,101.87469190741672,157.64537718094456
152.14361420142737,182.28604819264834,109.95635972090543,167.06535003146604,134.8598366465488
157.67146809662327,188.48525641306827,140.1662316152197,172.4918844427375,116.26314836621523
157.3600414288362,187.3705420764031,140.59721131458338,117.30251138418386,171.940952507799
146.8264506519083,185.87464121817004,161.1572124041336,173.19334177305348,124.83267449253843
165.61142136589035,190.15310976375292,130.41894006023412,151.62458779090002,177.5843585785855
175.08901414472274,148.90997329186953,187.51457019012506,127.52468474492584,163.2756441307609
160.86345380527482,172.98607290855637,185.71365656844253,124.79261291299517,146.3126309891846
162.35114027764382,174.16478138264935,128.8939322070006,148.71951676795402,186.36498391423007
164.37617621952856,175.69138291448147,131.4573562279464,150.792995343648,187.73712164196422
152.88616658412053,166.4079846886961,132.68713962242555,189.65603786250537,177.8120659920656
189.82033143309584,143.24093200329247,160.2924592990392,174.52787960869526,118.88383231673338
142.41421735575634,159.36047831834898,189.9403184352911,173.86272182943227,118.16264690571046
162.6087076741324,145.3470650751348,119.76298618504723,192.7261554717026,177.3937130897978
192.15144461010095,175.6849134959759,116.51620338336267,160.03323828801075,142.3380229424924
117.92442817477195,142.5411107789888,174.36853910992565,159.69713130909707,189.99322926634926
173.5439583368802,120.01787960336745,159.82238859505085,188.71532524003453,143.00588376913512
179.48585644546532,146.45847991055118,120.50146816248932,195.70053911811954,164.0854291388496
197.29694516354493,168.50570210724229,128.76349742161977,152.32643410299625,182.5400552562553
151.53297827734912,184.03680141841667,125.71659615183894,169.01487236499761,200.26744694768834
184.11927805708692,150.56216783381515,124.9971812933414,168.42690951430143,201.10796129135656
160.1579636753406,117.99154214897783,175.06434006568074,142.96487687804876,191.08747820009444
133.53796407670603,186.96025597706372,168.98057277916928,152.40423175084345,107.81919287354323
141.31177339262948,117.8149705008775,86.80322185630294,185.6874171472293,162.09821036078955
159.5855078190665,93.51180517811241,115.097416219571,65.3063087335853,135.88045516910998
80.21111239023946,119.15584420097814,40.87278819809359,97.91134433714272,62.388920185214346
45.972665185391435,101.13649246815815,79.31733310275938,27.191368161407187,62.48854991941355
57.02215001034659,40.97396765202346,73.85704129186227,22.694015336078884,95.44329948461059
43.44384023388658,106.51748182421946,61.67166186157527,80.97696120756794,23.85257674609107
52.3536912602841,70.79877549860953,31.38093758447675,114.28669422750964,89.88175235443357
120.77685621697788,36.253140497998615,77.83493268977394,97.13285785258792,58.610540583507515
118.62826037304617,56.031681773383546,75.11252615558101,94.7358321976788,33.492914632482176
43.65206146145118,60.5993337612284,103.06250941745753,78.67379041805343,23.993215659730826
32.94069565832277,65.99480153328713,16.461740975020806,89.42520584577846,48.38172205099259
50.04800236199375,12.898572394415892,67.68299461963073,25.40055312587034,37.15450230146677
32.35220417983852,45.87338065266589,9.29391701078652,20.663908395958227,64.77939927058642
19.116635906324408,8.160882202641746,30.215985964530244,61.84768392472072,43.486542006849774
31.072601555862015,7.8642008545258815,45.402815106314,19.055004938334125,65.80989325234906
47.93086521305626,6.829751622349651,31.09940572786477,18.163631078495374,74.39075485242664
17.74265063313148,6.124920467276828,48.80428441038081,74.62160157056073,31.23324725913168
5.912025202427657,32.15394794759988,82.99423487852398,51.62587169818814,17.73592772353249
17.097167984735325,96.57947057748675,33.408585098878476,56.971637576280536,4.762570188207672
