x1,x2,x3,x4,x5
51.727527636209864,32.815367272265306,66.97152878462443,58.91173753000588,43.82748537190471
64.49509083446513,50.082717681422366,71.88369468003926,39.562478125869546,57.68165794883375
46.92385572915724,77.58735992934969,64.64540668707295,57.3247716099479,70.92978873757576
70.83434197123734,82.00860344276383,76.29719279163412,54.69196194048704,64.32162866795969
72.63636204431242,56.44592319253659,78.2617482735648,66.19310010061007,84.10732369399736
66.20839569842698,72.68944982820133,56.50592204423137,78.2842792476073,84.2670671946204
85.31046671332466,58.36106927398789,79.61638500211528,67.58941137194991,74.10557344481067
85.41630189962376,73.06610691929575,66.16915601094726,79.1486939520986,55.948052856324715
51.83859108626609,84.49129561204438,70.82497011887895,63.07684462232325,77.48140599551331
71.15380562301873,52.24439854762743,85.0259942148268,63.55920230542739,77.93788657098042
71.8906889292907,84.46307676933829,64.87051577591627,54.48245158431548,78.00651104932577
62.736588628696786,52.03370510593964,83.1821488984243,70.28645061571459,76.64444311671907
84.53618759046859,51.266644403963646,70.09348110051207,62.20028687899329,76.90071583554713
68.1179325376263,59.935198337592865,48.7143715483904,75.38276569760627,82.99293797031821
82.82780187838654,69.60410343313356,51.601808492108816,76.02166151506347,62.11883346116652
71.13406610970523,83.85846642690717,77.22745002307155,54.14925716623768,64.02791737163984
62.024212029550185,50.192720554583296,70.31476954216267,77.81532421742112,85.85507316424211
85.53802046391533,62.13423008359149,77.52596258331229,50.309228134481444,70.1855054620335
72.28778904457074,85.63822203554896,78.76574245506343,54.02148948662248,64.72033438584687
86.88094781813075,66.92929181806986,56.16435554545259,73.92223908509622,80.23901900929965
80.389763064893,86.83688493745936,56.55159511446607,74.3060451702429,67.02433475786897
80.66990555301233,56.65714582958896,74.58165496186389,86.95048614244092,67.35586865146041
84.75762015352274,73.30483567238134,57.051592182567326,78.94525179200218,66.7269764193997
76.95217186803232,83.44577657211322,53.42202096066632,70.79888409792822,63.780780829302394
66.6496202239455,45.97485652906254,57.91962629041652,82.4488156022375,74.22768228608865
52.76999025399864,69.51693544243588,61.58295985428113,78.28011521135359,40.59588948038492
51.38046105466213,32.4052574362339,67.16759899642818,43.17076038938108,58.77890443441792
23.145266118162436,33.702784335210254,59.12584078725377,49.92064806096371,41.93020573208252
32.71787368066068,49.02143594277006,25.209218385227363,16.00200790230431,40.11230785052596
20.515777370507834,12.364421645693552,43.45782903533025,34.62926309696579,27.433918506187624
28.442255589001554,11.627726861365751,36.57543733027728,46.97494167991583,20.511598023584362
30.96383473443149,39.663985169018915,13.339241818410363,50.41532067447429,22.766685189959762
34.49491079507279,55.40500284948968,14.815360800915014,25.360755838826115,43.96229447626739
33.83594081357668,43.3633086987126,14.493946102251478,55.23970910425525,24.794745844070082
21.642853178310936,53.01342459348194,40.142007098229875,11.747559470487818,30.53670238366488
17.863818575884828,26.142227006049485,47.44536143838777,9.062477864486628,35.10880412773644
22.863523590151555,7.09625763846805,44.74679879290168,31.97085364828126,14.91570159340891
42.8381626654909,5.597470174200802,29.286016166231015,20.148696659395323,12.687912074120327
12.342924940249752,41.802553889386026,5.216246718614615,28.666560344668103,19.770749464848816
28.803058821966705,11.647079516596683,4.686063833091263,43.57939533927222,19.35696544232153
4.25837670281398,30.690737689366607,20.09067826026911,48.627783937863036,11.676142011075205
19.12085294551427,4.109203282594985,29.522258408267973,45.64707905015434,11.125679774124452
9.60192913683134,24.68154698707324,3.6137176025345945,37.38459510286297,16.412422063975654
