Column1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
1.0,0.43681578850639635,0.648995817307245,0.548243885295615,0.608995607528985,0.5288138627741134,0.5738931466936156,0.6284977337362103,0.5861423322371984,0.580005565349784,0.4621390862635226,0.5731001343425787,0.4947094931860923,0.656242957850635,0.684133040222536,0.6493443191469019,0.6184637089647437,0.5877085003887014,0.6394341171342673,0.363197488076036,0.6958927291964243,0.613643603832859,0.6511959671578637,0.6243420209197973,0.5671416682020967,0.6481101648572744,0.5696291445638549,0.5352700847392521,0.6879518004775029,0.5659331098867343,0.5693914683134763,0.7090716148151314,0.7348738307843424,0.7597379401748657,0.6066759336622379,0.5295811055830776,0.39369464113644104,0.7673175061112333,0.5737656576925563,0.589767572378532,0.6111595607381677,0.41977265775850964,0.5743915374410756,0.7161888844696129,0.5965300010721303,0.5869845347311616,0.5581570532385577,0.5188756204590016,0.6959021681973608,0.5939699613423036,0.5551044138033546,0.653859884085934,0.5790938063351673,0.626617513918681,0.6569604218346237,0.6277213431993617,0.567735703128996,0.5070428123116194,0.662207854652174,0.6854355613064952,0.6724547952868877,0.618969161677167,0.517168711974628,0.7893562900288252,0.5286915716088297,0.6011683070965064,0.4375009810971883,0.64190521365213,0.6145548261329846,0.5606732834200853,0.6303437075330071,0.6507809148329816,0.622254544368818,0.679798246059653,0.5460936718681,0.6216520955242434,0.5877393409007747,0.620927525557828,0.4521571499284233,0.5989634987305824,0.6654112774898894,0.571482268702859,0.474494371675027,0.6597470017333927,0.5440895951406497,0.6163244980218624,0.565616988176454,0.6636035900101354,0.6714449274180206,0.5906858100249607,0.5545212320910057,0.548939395030095,0.6543796363441223,0.6817044039756354,0.5707552353115893,0.5776160744731567,0.6105290994488407,0.5970116159499387,0.579176178496779,0.571365796781465,0.7247032546156541
2.0,0.47283082210895727,0.6644292531453796,0.639304775783994,0.6731529643126577,0.6153099342187006,0.6608463348018366,0.678782624231979,0.641543090793608,0.556875478275749,0.5070532883936191,0.5918249785689861,0.5509528112768637,0.7332033726519057,0.7662775920728566,0.7129943656575758,0.6548125226970144,0.684484155795093,0.696876514294472,0.529889708286841,0.7359386542613873,0.646949884119572,0.6615141871087223,0.6958498613282044,0.6253017700226741,0.634114244768724,0.6570917289822681,0.5923938057217903,0.7002006214468217,0.6702566775997201,0.6088732762341527,0.7589961682893297,0.7349657172971763,0.7943374229232326,0.6719775643124813,0.593358801489436,0.521525384411942,0.779670856065017,0.6181365597222109,0.671250683558366,0.6615635036314037,0.5950813374661597,0.6183363287183373,0.760646866846365,0.6392309594219583,0.6924792750263807,0.6309706852746207,0.6034531516848612,0.6905218522427856,0.7086213670265283,0.619288909196373,0.6665088761936313,0.6424178211819233,0.662251552700383,0.6902743602709727,0.6702066382545611,0.6182432212705066,0.626076244604362,0.649463894538283,0.7076434666269401,0.6776708588226944,0.6874327314150069,0.6116267522068034,0.7954803986736024,0.6812490113709696,0.6401825313095287,0.5933203734623264,0.6540054767051003,0.6275749993234676,0.6311724834987347,0.6325309864778363,0.6846160555660527,0.6750580545365533,0.7212524707600103,0.6669921411489353,0.6567085946390386,0.6980445922987867,0.6676169137676836,0.534978917950567,0.645570012451416,0.7469948482531884,0.6045574305959627,0.48428858818856635,0.7183588944832257,0.6839707044647089,0.7112864746462537,0.5574998289363267,0.6933059005722796,0.772374875579211,0.607922644309996,0.6756049706248973,0.6347959087702889,0.6988213218615856,0.6790960037600321,0.6233977662779208,0.607669381809162,0.6618284648067497,0.6739487484990376,0.608237227079972,0.628591320053926,0.8000708185572201
3.0,0.5152510051094633,0.6949023619929506,0.7331705783009302,0.7363767914696471,0.6804241565745893,0.6990746885880403,0.715336599993777,0.6894426868186373,0.6895623475824073,0.5067229765080953,0.6571358645907767,0.6847115537455997,0.730935180212792,0.7757239355411722,0.7401953687621227,0.6356147960292363,0.7322217299916187,0.7063954099505864,0.5080850652529063,0.7629582024593237,0.681379948725393,0.7157002639610374,0.6995210589704227,0.6612939729756934,0.7282258746890746,0.7389131871353624,0.7172148943108354,0.7228866229153447,0.7101790430671322,0.5249592680869243,0.7693103750652147,0.7785527949797487,0.7928273133212297,0.7230739785262686,0.607993129242273,0.5239722806264783,0.7905510624207547,0.7068352479833774,0.7382187379944446,0.7425849606435936,0.7020536576903553,0.7230543003763362,0.7721377700295,0.6771080051369437,0.767519811769516,0.6796646975562867,0.7446083678752299,0.723383997064313,0.7506690936963724,0.6804304902292443,0.7409252252999493,0.7110775082447217,0.719621446570884,0.7657185485413867,0.7563538532238674,0.7168208417350658,0.682813776335658,0.7028711712969584,0.7280964500559799,0.7473187379463463,0.698312738976214,0.678258277879621,0.792064600916654,0.7193604970336418,0.6711593328509707,0.5472507588126153,0.7007877680274773,0.654497521627203,0.7205800677506766,0.774952284313534,0.7565871136693435,0.6945774452685547,0.7560320713101384,0.6741885001835729,0.6835039538274633,0.7247410777953234,0.7266599850996394,0.5700521685770866,0.6953808432654474,0.760610612260054,0.5860889345558107,0.6890165468389741,0.776168561056991,0.6983266285332074,0.777031003860261,0.6062878270726709,0.7811285540263304,0.8017595549881608,0.703389441443944,0.7620781721613067,0.720507503754659,0.7363394402333059,0.7106832049974954,0.649657253290575,0.651786590200813,0.7125044034143487,0.7307130701898553,0.6633593806849863,0.7302197208320703,0.857967138524269
4.0,0.5019253102261323,0.718961940630532,0.7867060019214547,0.7463236284146451,0.7310274548149621,0.7593385319874493,0.7036494297894805,0.7402838661839484,0.6910984358582577,0.6365631700485513,0.7401505343609109,0.744494625881563,0.7961254231067932,0.7846424754085604,0.7350353290217013,0.7197961753573696,0.7673240726250828,0.7596259439419036,0.6454852648530293,0.7910336933468499,0.6981090535852553,0.7145040387010937,0.7340404437021256,0.6327680335001397,0.728042038567802,0.751603850668865,0.7420463104143064,0.7927983836470908,0.7173339936795777,0.6705938455548074,0.7625137533547076,0.7736598300719263,0.8213031039794787,0.756335848420124,0.708955325363064,0.6725639194845144,0.8101582994769917,0.7437619176125744,0.7785410799401307,0.7912932183531741,0.6979832644372017,0.7683153556554513,0.8152152028472913,0.566314789830368,0.7908354747631744,0.7027314684962537,0.7929307549495004,0.7872108041180352,0.7680349983555391,0.7237059969600229,0.7572275077483749,0.7547332687921293,0.7646020136702534,0.7977671909375467,0.7890862348143993,0.6988950732227387,0.7453695393514937,0.7549658675825835,0.8124445964600007,0.7845892518674383,0.7416861177113593,0.730067793964694,0.7828280844293684,0.786960626107459,0.678342431024073,0.687703229589313,0.7161032157713721,0.7108699522199804,0.7633200331039386,0.800105559477267,0.7915752090779843,0.733943824636721,0.7850249082554956,0.6976568053848503,0.7129245822985965,0.7644782130262217,0.7731566044564323,0.5766356205689743,0.7517654730353257,0.7587760391741153,0.6078763512924706,0.7183606921555518,0.7909134545964053,0.6982462624584101,0.813818668354326,0.540711241986757,0.7992603689069097,0.8163042234073733,0.6428114888972013,0.7829354391429474,0.7417959839026818,0.7689063793254887,0.7196651366323107,0.7279274057626717,0.6678988113606327,0.6816400115457726,0.7761308353463123,0.696948010499725,0.7768875260350704,0.8641660334882406
5.0,0.6200631492707566,0.7135435291085072,0.7799375432973239,0.8089983568912676,0.7308407827950726,0.7887935970697467,0.7300500106313056,0.7684340867495316,0.7366534141504496,0.6696899031603749,0.8058966848090411,0.7470267448008534,0.8782292299900764,0.7514889093384923,0.7751514590939896,0.6290596182385854,0.7754578543422594,0.7702421974175003,0.6163198726229003,0.7769801808803424,0.747615058798537,0.723577512161731,0.7336780466444197,0.6312629685177447,0.75541523269791,0.7361383057795656,0.7798936579162378,0.802968365242631,0.7752080199182728,0.7166607295691464,0.7697122955745829,0.7874679862706734,0.8131467200332517,0.7492860732921446,0.697148435928305,0.7239250133254683,0.8164568586334381,0.7866431237839949,0.7763633475209063,0.8022150126589649,0.7291370618185841,0.810335057702618,0.8340082613366256,0.5632136329988753,0.794455678288068,0.7392502613046318,0.7646032045669493,0.7873748449702647,0.7656772852224414,0.7206650924592313,0.7554270993458178,0.71308984064889,0.8032048042292099,0.7962321625631817,0.837224215440118,0.731350290932268,0.8149819821243619,0.7832285540185014,0.7995211323829327,0.7936614909820151,0.6540712100563074,0.7384866617774503,0.7716450060233194,0.808682605516262,0.6935765906069643,0.655265865605239,0.7865263884481003,0.769660031489723,0.7694179555202033,0.771964242436557,0.8072129594812196,0.7109005363360107,0.7944523530621953,0.6660846526953456,0.7267814908079714,0.7938885014954993,0.781784042944475,0.6768767032154992,0.725626435239969,0.733368758647694,0.7237772675622723,0.756250371509072,0.872880535215076,0.6094203674996793,0.8080278875440484,0.5032546822038607,0.7915435685532487,0.8104823615346572,0.7101225792288527,0.7920082736402213,0.7463548925430269,0.8246430200879513,0.7197627670854717,0.748498602328142,0.6326905901773071,0.6373363338979062,0.7619442226965824,0.710361503153483,0.7676299966936634,0.8992500896688077
6.0,0.6839955476703056,0.7034572549034159,0.7538827365380575,0.7846066626790836,0.7108957227126824,0.7771445819807967,0.716508114390801,0.7364490075346136,0.7759558511913452,0.5270649482721673,0.8318317939959506,0.7472382044430791,0.8772997498661064,0.736024789338147,0.7866589640094439,0.7078266223210489,0.8033588489502157,0.783897753555871,0.5939271328325857,0.7269034679893457,0.690012357985554,0.7109940685517534,0.7176951691672869,0.6783288243092874,0.7568507600125569,0.768666787767439,0.8252099852557956,0.774430928463695,0.7694871720146734,0.7835569496669264,0.7953942995166218,0.7530229758095947,0.820949382198583,0.7398617452168722,0.7606520620716414,0.7384558909734836,0.8263519778658442,0.7536559094919563,0.7406285510979483,0.793782749791927,0.6411427267341171,0.793783330688253,0.8301004973918023,0.5410401072769693,0.8192670319694303,0.7557186456122897,0.7533352246084061,0.795609699296692,0.760355182626132,0.6550819322287097,0.7385536037519717,0.7450985258731481,0.7755544796003919,0.8004146879861064,0.8437436612232107,0.7419049840406303,0.8127177079407026,0.8376525172021859,0.8411312766265936,0.7765911540576518,0.6778475200885703,0.7986195032608303,0.7790023461552531,0.819906085016619,0.7833410177664066,0.7384304436458197,0.7567813788304427,0.7732809163314149,0.7842016448552803,0.7543642463081798,0.788782002448669,0.7717524329602456,0.7613308884512543,0.5448825260686827,0.6963792415679664,0.768458899538405,0.8037175351258283,0.7564116138113479,0.7176212875351267,0.6545357910494066,0.732051166520856,0.752752576766333,0.8727032956420603,0.6068024012132427,0.762062525699835,0.6099922179473447,0.7927083717395863,0.791762138480995,0.7409348802677037,0.7757602744197699,0.7793824455877364,0.8503564450890777,0.7938974928841324,0.7392834795208937,0.5752737518745527,0.7335107669495909,0.743847609176059,0.7058443430580513,0.7800717004494944,0.8954387553591557
7.0,0.712237487310711,0.7446363659093459,0.7247907633678508,0.8082908018961573,0.7595429445134046,0.7585475748147305,0.7195625546528023,0.7580079846789877,0.7978333053491123,0.49590206482994165,0.8475287560999777,0.8213043567952764,0.9032077514696023,0.7491198266436724,0.790386083450973,0.76518723199124,0.7620214317636457,0.8013973091415822,0.6038755745879949,0.7624794281422931,0.6916257716939453,0.7680393500055094,0.613849366089361,0.7402630195953842,0.7437682696071377,0.7873067500870814,0.7729735933448038,0.8088020532642707,0.7604358388118267,0.778154987319601,0.7626244709256916,0.7850613515928245,0.7603580740436561,0.7420494247823833,0.7682973245539776,0.7334468291560984,0.8448514494270141,0.779058640340314,0.7418075648176883,0.8043906656525239,0.565570226088178,0.8029681471270856,0.7986984833489293,0.5315733473316406,0.8328624257467178,0.7541722142707177,0.7473113910102728,0.8322775695961268,0.7595224149706823,0.709615302242515,0.742482536819312,0.721948714673769,0.7929651297528344,0.8060537938830593,0.905903581644611,0.7520799236230776,0.7918964734357292,0.7994303720754049,0.8112724521076046,0.778135320005065,0.7727798322787867,0.7821472352830986,0.812491952523173,0.7483449312978627,0.7765099863902424,0.7581657031920962,0.7718546226087893,0.7424285342184196,0.8162667252886023,0.7598600279371013,0.778346154225566,0.7398030233130989,0.7661726221109674,0.5465684767002184,0.697436273867805,0.8134432197601287,0.7939807885269081,0.7736241672134213,0.6996961734706514,0.6770170095362112,0.7461999757978522,0.7570450464849937,0.8287258878985934,0.5536430175042126,0.7422969113320583,0.6749677231632161,0.7577246187035597,0.7804070113356584,0.7785271677014673,0.8023158323102407,0.819816795853284,0.8742026934755209,0.838388608561421,0.7332397299923817,0.7065132069291212,0.7925107217979334,0.749670409009162,0.576584795312399,0.7642050929975487,0.9136374658813747
8.0,0.705702618864128,0.778498666026224,0.7163404836551898,0.8111822145967756,0.7675871419314539,0.7991293209588707,0.7381724733479608,0.7695173799032956,0.7860031742631604,0.48522882846890103,0.8377596451774906,0.8131728625099447,0.9069931925911637,0.7546733064696677,0.7928521438784261,0.7626424615862005,0.7844366245720079,0.8250331941912835,0.685169982962185,0.7645557436189531,0.7146026359676213,0.7568426992679003,0.7132088931009387,0.7412562868116783,0.791974680359802,0.805421127173018,0.7279158049737426,0.7865901486152259,0.7276185278253854,0.7533754258206055,0.7638923298473252,0.7633861167025143,0.7597252637290369,0.7247594947883814,0.7245014793878829,0.7784351797552733,0.8494784213167378,0.7187829718016193,0.7899742195200169,0.8023322952933244,0.616870264294961,0.7717291585405114,0.7656550226943377,0.6447752824193463,0.8306553863459277,0.6926288866643914,0.705835839564725,0.7828706191437106,0.7826978880148004,0.7302610452426089,0.7819868951655257,0.760444338982201,0.7793911624774914,0.7769280258181502,0.879060711786818,0.7347720806198285,0.7936819404261417,0.810659243751751,0.7774358592665599,0.7092482768731716,0.762709240751949,0.7480557554047903,0.7868084746419773,0.7671662267626987,0.786796890198506,0.7590394714371017,0.7492764595804676,0.7242146399597167,0.8431302200944399,0.7517433341696238,0.7528086430642693,0.7537427611541417,0.699574752676465,0.5035630353845156,0.6900083539269598,0.8088580356907474,0.7443564039505342,0.7527514009101283,0.706949133023877,0.7184015631557518,0.7861626785442316,0.7738335550814562,0.8084446631708951,0.6480794250667933,0.7597509877427983,0.6928429668325021,0.7652986893652528,0.7672432092954357,0.7639476177108294,0.783411600302335,0.8092225180410103,0.9337955952131396,0.8198360317193755,0.7490242022430467,0.6281295811191626,0.7559161752450304,0.8099289881341637,0.6253940960366927,0.7974952435189446,0.8559375347398017
9.0,0.7457320309788749,0.7293660735316326,0.7998653150009104,0.8448197312198075,0.7808946006208287,0.8179071384333043,0.7054306747278201,0.7505638859980596,0.8059817870832736,0.5630899281190479,0.8321576797634443,0.7930933170310687,0.8670917589078413,0.7264747853838452,0.7578839900413001,0.685246105885442,0.791852481498843,0.7929908086559404,0.5577758845861287,0.7637658700169553,0.5713207168084536,0.746358412550913,0.6857550666834061,0.7388925312848507,0.7088907046896923,0.7634887811216671,0.7245727146977593,0.7560263934340533,0.7494908037631727,0.7245010519614761,0.784188372221687,0.7370097063835966,0.7658758972100678,0.7320446551044273,0.7245957710752653,0.7674181262660579,0.8269231621136806,0.7797001480136968,0.8148952557234996,0.778913396225442,0.4741385497445303,0.7252442016777624,0.7911350119110994,0.6749444402452379,0.8354972493940286,0.6488975915444614,0.6863619394939694,0.7600063030976217,0.7849137080301349,0.740520717248175,0.810895578184919,0.728409876765795,0.7920900355697253,0.7582520962886837,0.8706037397367424,0.6536158563416109,0.799016050754746,0.790546701233278,0.7912804982427963,0.7646211670474273,0.770326376167457,0.736549315604006,0.732133002544726,0.7397654488982136,0.8006696983686856,0.7670203713323817,0.7354236653373504,0.7642359299249226,0.7921188410451122,0.7619459995466991,0.7134186346212212,0.7514825743428476,0.6713228450960796,0.6186678979538827,0.7123748839098071,0.7781656828948483,0.630589820802713,0.7694039336788903,0.6922113607969532,0.6671039706512714,0.7789562266701617,0.7393096381457678,0.8002465584697814,0.68620412376226,0.7697326106651913,0.6988216318730051,0.7741851005933924,0.7108003959758876,0.75327499216072,0.794594826414436,0.7906000093564937,0.83827767396377,0.8100281348146919,0.6979914491265223,0.6596899303377413,0.7806022304689514,0.7826673289731559,0.6480308807200313,0.7848201532984632,0.7948128526850167
10.0,0.7334604180508301,0.613807058282629,0.7860754390113808,0.8179964794975195,0.7804883887160113,0.7809605603220667,0.792941507728168,0.7789625957151783,0.8239071063090714,0.6925811850168401,0.8501449235929677,0.824070422005474,0.9087036241018537,0.6456950364006383,0.7455394133462411,0.7002937544196524,0.7860514027913403,0.7695981126234067,0.601671712393845,0.6590096914587367,0.5742551391825302,0.7193288952571838,0.7216539409279793,0.7938401504758467,0.6616896331536313,0.7486179887719646,0.6944142499801508,0.698193058100489,0.7684270267986241,0.7846032996407519,0.7767400605141169,0.7253953548147237,0.7250052311232738,0.7443292724815009,0.7780173905110926,0.7849152005313617,0.8386046307278994,0.7723698523906499,0.7835182577529562,0.6769958021568488,0.5343057759498047,0.7105682689139834,0.8140263575310526,0.6882947520656694,0.8195201150476273,0.560767974460466,0.6762701825612113,0.7383835925444463,0.793074342130724,0.7335199762150587,0.8277456449920516,0.745748628047736,0.8319420591863501,0.7425793177711123,0.819069205270206,0.6326640740670083,0.7463145642713763,0.7859376295853867,0.7958689140822951,0.771806968504451,0.7263342274906437,0.749084493111968,0.7435113427369364,0.7069006377875291,0.8240698848031239,0.7476954063901274,0.7503233537169995,0.7443532635029619,0.786355879140757,0.7139391412850954,0.735246069774949,0.7574072887172555,0.781137491089603,0.7084296045783111,0.750429493431647,0.768535715619001,0.64745800173331,0.7072365305757199,0.6620154967868953,0.7151324763941774,0.7994022135282496,0.7692812977817619,0.8047797046634674,0.6723201005036827,0.7206860488610513,0.7407295692149374,0.7631896579543693,0.751633371491788,0.7669429433614693,0.7300943149819421,0.799637758080136,0.8280855395578007,0.834297215181193,0.7062181758642999,0.739407532801576,0.801133686416004,0.7178956475654797,0.7019699722583703,0.7920060398856666,0.789344438182299
